3,1,0,-2.037435,0.085975,0.000000
3,1,1,0.268455,0.083480,0.000000
3,1,2,0.118170,0.083867,0.000000
3,1,3,14.444840,0.086110,0.000000
3,1,4,36.129979,0.085788,0.000000
3,1,5,24.447456,0.084990,0.000000
3,1,6,28.938775,0.083846,0.000000
3,1,7,22.888816,0.087016,0.000000
3,1,8,7.770153,0.086477,0.000000
3,1,9,29.850642,0.081623,0.000000
3,2,0,0.211711,0.084553,0.000000
3,2,1,1.851668,0.083573,0.000000
3,2,2,0.253691,0.085413,0.000000
3,2,3,0.188755,0.087518,0.000000
3,2,4,28.335610,0.082967,0.000000
3,2,5,22.171727,0.083400,0.000000
3,2,6,25.464795,0.084542,0.000000
3,2,7,21.357176,0.082444,0.000000
3,2,8,7.706280,0.085640,0.000000
3,2,9,7.646615,0.085633,0.000000
3,3,0,0.154787,0.087111,0.000000
3,3,1,3.621520,0.087002,0.000000
3,3,2,0.304902,0.087607,0.000000
3,3,3,0.116183,0.087882,0.000000
3,3,4,47.113858,0.082768,0.000000
3,3,5,33.220350,0.084501,0.000000
3,3,6,19.856613,0.085024,0.000000
3,3,7,24.732334,0.086325,0.000000
3,3,8,16.551240,0.085168,0.000000
3,3,9,16.628138,0.085281,0.000000
3,4,0,0.095204,0.086350,0.000000
3,4,1,0.128404,0.087427,0.000000
3,4,2,0.185970,0.085088,0.000000
3,4,3,0.233363,0.087530,0.000000
3,4,4,43.760381,0.080613,0.000000
3,4,5,25.469627,0.083796,0.000000
3,4,6,18.583256,0.084117,0.000000
3,4,7,33.827839,0.084607,0.000000
3,4,8,16.528363,0.085207,0.000000
3,4,9,16.626370,0.085260,0.000000
3,5,0,0.290603,0.085249,0.000000
3,5,1,0.240592,0.083406,0.000000
3,5,2,7.859556,0.083068,0.000000
3,5,3,-1.264581,0.086092,0.000000
3,5,4,38.518293,0.083382,0.000000
3,5,5,29.606003,0.081003,0.000000
3,5,6,29.097938,0.081364,0.000000
3,5,7,13.366436,0.085532,0.000000
3,5,8,0.109807,0.086784,0.000000
3,5,9,0.193361,0.086547,0.000000
3,6,0,0.306784,0.085939,0.000000
3,6,1,-16.022877,0.087215,0.000000
3,6,2,0.176014,0.087047,0.000000
3,6,3,0.193570,0.083725,0.000000
3,6,4,18.581764,0.084554,0.000000
3,6,5,28.431165,0.084883,0.000000
3,6,6,24.517125,0.083838,0.000000
3,6,7,23.172328,0.083532,0.000000
3,6,8,0.109393,0.085211,0.000000
3,6,9,0.050752,0.084929,0.000000
3,7,0,0.028657,0.086348,0.000000
3,7,1,0.104980,0.083885,0.000000
3,7,2,0.250967,0.088299,0.000000
3,7,3,8.444389,0.083308,0.000000
3,7,4,29.447717,0.084224,0.000000
3,7,5,32.110281,0.082882,0.000000
3,7,6,17.935770,0.085212,0.000000
3,7,7,16.730976,0.087162,0.000000
3,7,8,0.103852,0.088081,0.000000
3,7,9,0.098182,0.087706,0.000000
3,8,0,0.261852,0.086250,0.000000
3,8,1,0.223534,0.086711,0.000000
3,8,2,9.874548,0.083064,0.000000
3,8,3,0.276450,0.086133,0.000000
3,8,4,28.600991,0.082110,0.000000
3,8,5,25.921285,0.085918,0.000000
3,8,6,26.642085,0.081953,0.000000
3,8,7,16.448755,0.085035,0.000000
3,8,8,0.114617,0.085798,0.000000
3,8,9,0.126476,0.086137,0.000000
4,1,0,0.177284,0.087386,0.000000
4,1,1,0.220797,0.085577,0.000000
4,1,2,10.088634,0.082750,0.000000
4,1,3,0.275013,0.085006,0.000000
4,1,4,33.454115,0.084094,0.000000
4,1,5,24.796608,0.082896,0.000000
4,1,6,27.363836,0.084716,0.000000
4,1,7,25.495453,0.085793,0.000000
4,1,8,10.649683,0.085740,0.000000
#4,1,9,62.847982,1.362909,0.000000
4,2,0,0.148331,0.086345,0.000000
4,2,1,1.300621,0.088848,0.000000
4,2,2,12.380582,0.086263,0.000000
4,2,3,0.059511,0.084535,0.000000
4,2,4,24.154737,0.085540,0.000000
4,2,5,25.830187,0.084983,0.000000
4,2,6,24.030189,0.086090,0.000000
4,2,7,25.774476,0.084367,0.000000
4,2,8,-0.184463,0.085510,0.000000
4,2,9,-0.154294,0.085100,0.000000
4,3,0,0.034545,0.084991,0.000000
4,3,1,10.064943,0.085562,0.000000
4,3,2,0.403155,0.084595,0.000000
4,3,3,0.434340,0.087648,0.000000
4,3,4,43.154803,0.083362,0.000000
4,3,5,23.648486,0.084307,0.000000
4,3,6,24.551598,0.084160,0.000000
4,3,7,22.029821,0.082504,0.000000
4,3,8,0.144792,0.087282,0.000000
4,3,9,0.150340,0.087889,0.000000
4,4,0,0.185855,0.085698,0.000000
4,4,1,0.285882,0.084665,0.000000
4,4,2,0.196202,0.086989,0.000000
4,4,3,0.271090,0.085326,0.000000
4,4,4,41.263827,0.082820,0.000000
4,4,5,25.740423,0.082396,0.000000
4,4,6,27.670499,0.082414,0.000000
4,4,7,27.223487,0.085469,0.000000
4,4,8,0.220858,0.084163,0.000000
4,4,9,0.248862,0.083640,0.000000
4,5,0,0.092810,0.086953,0.000000
4,5,1,0.171042,0.087811,0.000000
4,5,2,0.088112,0.088035,0.000000
4,5,3,0.153650,0.086092,0.000000
4,5,4,26.824718,0.084105,0.000000
4,5,5,27.151960,0.082807,0.000000
4,5,6,38.252276,0.080522,0.000000
4,5,7,24.219637,0.085570,0.000000
4,5,8,0.086199,0.083501,0.000000
4,5,9,0.127635,0.083363,0.000000
4,6,0,0.093534,0.085647,0.000000
4,6,1,9.677030,0.083107,0.000000
4,6,2,0.283267,0.086500,0.000000
4,6,3,0.199058,0.086495,0.000000
4,6,4,41.312900,0.083935,0.000000
4,6,5,19.697325,0.084824,0.000000
4,6,6,25.427590,0.086747,0.000000
4,6,7,25.670998,0.086961,0.000000
4,6,8,0.114591,0.087834,0.000000
4,6,9,0.159750,0.087447,0.000000
4,7,0,0.096990,0.086493,0.000000
4,7,1,-0.565516,0.088003,0.000000
4,7,2,-14.703828,0.085606,0.000000
4,7,3,0.078777,0.087167,0.000000
4,7,4,40.221086,0.083315,0.000000
4,7,5,22.521471,0.085693,0.000000
4,7,6,34.570283,0.084441,0.000000
4,7,7,27.220293,0.084809,0.000000
4,7,8,0.168266,0.087417,0.000000
4,7,9,0.193033,0.086794,0.000000
4,8,0,0.106085,0.086704,0.000000
4,8,1,0.406359,0.088430,0.000000
4,8,2,0.208122,0.086453,0.000000
4,8,3,0.202867,0.087095,0.000000
4,8,4,35.391851,0.085684,0.000000
4,8,5,26.883771,0.082349,0.000000
4,8,6,25.203954,0.084184,0.000000
4,8,7,25.207032,0.086071,0.000000
4,8,8,0.064134,0.086828,0.000000
4,8,9,0.166080,0.086458,0.000000
5,1,0,-0.264068,0.086806,0.000000
5,1,1,0.252854,0.085256,0.000000
5,1,2,0.233980,0.085026,0.000000
5,1,3,0.267831,0.085918,0.000000
5,1,4,25.257528,0.085904,0.000000
5,1,5,19.821989,0.084104,0.000000
5,1,6,26.930093,0.082592,0.000000
5,1,7,31.915950,0.081740,0.000000
5,1,8,0.101991,0.084824,0.000000
#5,1,9,62.847982,1.362909,0.000000
5,2,0,0.081413,0.086445,0.000000
5,2,1,0.063106,0.086118,0.000000
5,2,2,-0.418229,0.087002,0.000000
5,2,3,0.192948,0.085250,0.000000
5,2,4,41.027963,0.081905,0.000000
5,2,5,25.610385,0.086499,0.000000
5,2,6,20.179700,0.084503,0.000000
5,2,7,25.355159,0.084217,0.000000
5,2,8,0.113597,0.086106,0.000000
5,2,9,0.114851,0.085759,0.000000
5,3,0,0.228356,0.086921,0.000000
5,3,1,0.197463,0.086290,0.000000
5,3,2,0.312613,0.084590,0.000000
5,3,3,0.228420,0.086743,0.000000
5,3,4,40.648386,0.084643,0.000000
5,3,5,29.804312,0.081783,0.000000
5,3,6,16.219578,0.086703,0.000000
5,3,7,16.641558,0.083153,0.000000
5,3,8,0.129370,0.087377,0.000000
5,3,9,0.040956,0.087346,0.000000
5,4,0,0.220511,0.085148,0.000000
5,4,1,0.179707,0.087166,0.000000
5,4,2,0.120778,0.085482,0.000000
5,4,3,0.173628,0.085243,0.000000
5,4,4,37.435797,0.084562,0.000000
5,4,5,19.064063,0.085130,0.000000
5,4,6,26.287268,0.085436,0.000000
5,4,7,24.917734,0.084759,0.000000
5,4,8,0.178223,0.087164,0.000000
5,4,9,0.190310,0.086913,0.000000
6,1,0,0.356551,0.088406,0.000000
6,1,1,0.010989,0.088356,0.000000
6,1,2,0.279223,0.083626,0.000000
6,1,3,0.252630,0.085227,0.000000
6,1,4,27.447608,0.085968,0.000000
6,1,5,55.211737,0.080176,0.000000
6,1,6,69.339692,0.080992,0.000000
6,1,7,48.284551,0.082512,0.000000
6,1,8,0.187999,0.085724,0.000000
6,1,9,0.103359,0.085783,0.000000
6,2,0,0.194762,0.087406,0.000000
